num_img,PSNR,SSIM,MSE,MEAN_PSNR,STD_PNSR,MEAN_SSIM,STD_SSIM
1,18.265487069840983,0.5277212858200073,0.0055798194371163845,17.400977848685688,2.233063880260587,0.5016601744926337,0.22365298053531651
2,18.742880664335452,0.5910104513168335,0.006508360151201487,24.93843721926335,1.4804580689929614,0.7089201789913755,0.02613220881333441
3,13.713001613974924,0.3274114429950714,0.020260252058506012,,,,
4,18.720151744298065,0.5598061680793762,0.006469206418842077,,,,
5,14.683474656531137,0.4550101161003113,0.018883366137742996,,,,
6,18.987846096147706,0.5950544476509094,0.008399659767746925,,,,
7,14.771103203489954,0.3587090075016022,0.017544977366924286,,,,
8,14.661367167247317,0.3533209562301636,0.017799941822886467,,,,
9,16.33707917832712,0.4310988187789917,0.01359192468225956,,,,
10,19.209237231563964,0.5833781361579895,0.008449353277683258,,,,
11,19.92996654112115,0.546302318572998,0.0050637004896998405,,,,
12,17.916340765910594,0.5965366363525391,0.00787273421883583,,,,
13,15.883352767917177,0.4421318769454956,0.01243171188980341,,,,
14,18.514091524146295,0.48340752720832825,0.008318071253597736,,,,
15,18.399190096408663,0.5769615769386292,0.009711653925478458,,,,
16,22.585916744474744,0.6595698595046997,0.002508331323042512,,,,
17,16.414626798665477,0.4531603157520294,0.01063054334372282,,,,
18,16.270381592497202,0.5036320686340332,0.013944201171398163,,,,
19,22.517811651965896,0.6248071789741516,0.0024598685558885336,,,,
20,17.129190761500315,0.4547225832939148,0.009866051375865936,,,,
21,15.552455282840905,0.39685800671577454,0.014656072482466698,,,,
22,21.869126945795063,0.5968012809753418,0.003168450901284814,,,,
23,15.821824903325377,0.49641793966293335,0.013185430318117142,,,,
24,15.031629107825271,0.45094358921051025,0.01779750920832157,,,,
25,15.9701522201528,0.4988998472690582,0.01246265321969986,,,,
26,16.469481817080823,0.4983675479888916,0.013048931024968624,,,,
27,16.7111301363768,0.4217642545700073,0.011103049851953983,,,,
28,17.617861013514887,0.5180202126502991,0.008527851663529873,,,,
29,19.551780163524064,0.595413327217102,0.0047552636824548244,,,,
30,18.89300035112737,0.608151912689209,0.006216789595782757,,,,
31,16.44072931808783,0.49448949098587036,0.015391655266284943,,,,
32,15.453120535040393,0.4254469573497772,0.01895545795559883,,,,
33,15.197479341571867,0.4294586181640625,0.016076726838946342,,,,
34,22.950727104514765,0.6633720397949219,0.002148142782971263,,,,
35,26.42588706073489,0.7418531775474548,0.001109611475840211,,,,
36,21.59514900716344,0.643437922000885,0.003926514647901058,,,,
37,26.605526321069984,0.740571141242981,0.0011130375787615776,,,,
38,23.857895493351123,0.7159088850021362,0.0022836909629404545,,,,
39,25.957235593763063,0.7254718542098999,0.0016878069145604968,,,,
40,22.202556491660562,0.6589404344558716,0.00370445242151618,,,,
41,22.547185557999878,0.6605836749076843,0.003630241611972451,,,,
42,24.624962006584525,0.7233132123947144,0.00201600999571383,,,,
43,26.340646438206704,0.7227099537849426,0.001635620603337884,,,,
44,24.700814397841615,0.6778027415275574,0.0016880418406799436,,,,
45,26.53764985263768,0.7444555163383484,0.0010814206907525659,,,,
46,24.64738347584044,0.7305007576942444,0.0016524482052773237,,,,
47,25.027903171995057,0.7050351500511169,0.0018562714103609324,,,,
48,25.84997707818546,0.7263887524604797,0.0017466846620664,,,,
49,26.60906770603468,0.7047701478004456,0.0010999426012858748,,,,
50,24.039042652214665,0.7158167958259583,0.002213513245806098,,,,
51,25.098988250095378,0.7209255695343018,0.0018261353252455592,,,,
52,26.35427139141774,0.7004625201225281,0.0011407713172957301,,,,
53,24.07789108430812,0.7013267278671265,0.002058135811239481,,,,
54,26.631134591838826,0.6923658847808838,0.0021721336524933577,,,,
55,26.000353287605012,0.6981416344642639,0.0012514956761151552,,,,
56,26.05087244165631,0.7373237609863281,0.0012508048675954342,,,,
57,24.053339611186747,0.7151632308959961,0.002229400910437107,,,,
58,25.876650030200178,0.7368444204330444,0.0012733879266306758,,,,
59,24.777711231791606,0.7212472558021545,0.0019663493148982525,,,,
60,23.52769227352622,0.6901012659072876,0.0023109260946512222,,,,
61,26.58455675216629,0.7363812923431396,0.0011555998353287578,,,,
62,26.011722188663157,0.6963867545127869,0.0013185327406972647,,,,
63,26.24523049604054,0.7430972456932068,0.0011437817011028528,,,,
64,25.63790154003687,0.7169194221496582,0.0018516891868785024,,,,
65,23.189511836974308,0.6971407532691956,0.003192237112671137,,,,
66,22.330991818384675,0.6896060109138489,0.0033491537906229496,,,,
