Epoch,Loss_D,Loss_G,Loss_G_ADV,Score_D,Score_G,PSNR,SSIM
1,0.9994895160424501,0.41560634931453255,0.508214168686168,0.4922963135968399,0.49178583192481357,20.664258279312506,0.5429361616120194
2,0.9995515166400687,0.01364971726500601,0.508156989411866,0.49229149127784966,0.49184301033921557,19.865264731336087,0.3827768148797931
3,0.9995575305088596,0.013991968765651175,0.50816773834243,0.49227472958731305,0.49183226045823586,19.619178204832718,0.31236419713858404
4,0.9992124280335782,0.013345650760718567,0.5084918147248577,0.49229575531810366,0.491508185388287,19.581378964966937,0.35663156527461426
5,0.9995178781229163,0.013489756793287231,0.5082259663326232,0.49225614757907143,0.49177403402944,20.316723467768668,0.5123316573374199
6,0.9994359223699606,0.013233748217938565,0.5082507865756591,0.4923132894929829,0.4917492131754224,18.80292683210552,0.5208919996565039
7,0.9992532342242398,0.013340686083733809,0.5083986008900445,0.49234816260019215,0.4916013994720187,19.17713943550759,0.2892367325045846
8,0.9994342971590313,0.013245910628159207,0.5083043088311939,0.4922613940097748,0.4916956870729668,20.177614862545212,0.4527807822733214
9,0.9992962834865828,0.012835292664661314,0.5083918863838155,0.4923118191545627,0.4916081126431398,19.95880384200582,0.319589075717059
10,0.9994030141794238,0.013679036665523966,0.5083740269857188,0.4922229522045761,0.49162597192809177,19.600289374386524,0.36051754788918927
11,0.7317324919553987,0.013452515402425508,0.7193415783170325,0.5489259308363872,0.2692393526391055,19.5083299545237,0.528049192645333
12,0.3080740990866776,0.013758507870482783,0.8493082532397526,0.8426176486996511,0.1409391587990703,19.90641035068462,0.3385326148885669
13,0.0017820609222189577,0.013635766929356365,0.9995941183923679,0.9986238204898849,0.00021215703416072187,20.846703247893714,0.4472487207615014
14,0.0001687348042553766,0.013299315925984557,0.9999158016731998,0.999915462284262,7.603512402010789e-05,19.752197690271785,0.42583458802916785
15,3.7815394793122994e-05,0.013797642236707016,0.999975765122549,0.9999864190567961,2.3968060671167283e-05,19.04137621823519,0.3882339163260026
16,2.889246449851496e-05,0.013250047404633024,0.9999851101532794,0.9999859960765303,1.4788622686070124e-05,20.403014162235465,0.386484758420424
17,0.0003408160966940082,0.013824627791293074,0.9997002659372606,0.9999589177814504,6.312809934667768e-05,20.33115560951019,0.518963511243011
18,5.040715174939232e-05,0.013221627003714816,0.9999953011445413,0.9999542878537624,4.2427284263165595e-06,19.849450133361874,0.500239635958816
19,1.2948138948390561e-05,0.01358732580855749,0.9999970724479484,0.9999899810339885,2.9123239923083723e-06,19.603446974611536,0.4684362628243186
20,1.3380183122380146e-05,0.013668888909692735,0.9999972987826702,0.9999893214002014,2.70380681837816e-06,18.666038228684176,0.37805213621168426
21,1.0141967867720121e-05,0.01368124596916009,0.9999968212666436,0.9999930368016503,3.172726257890357e-06,20.14259367858186,0.4095263291488994
22,1.164646148238122e-05,0.012772198015471798,0.9999969725637791,0.9999913836213433,3.029409755543932e-06,19.737189642441045,0.43198943318742694
23,8.211105682348108e-06,0.014129983696127672,0.9999970106256669,0.9999947797283587,2.988139558351905e-06,19.18151707257754,0.37365199851267267
24,0.0019324021235766317,0.013041816814466688,0.9999971681683916,0.9980704284972464,0.0037989753602595913,19.73167753610027,0.3985630725369309
25,0.998929398840091,0.013077864017487478,0.002186597796579881,0.9988840026392027,0.9968041635048417,19.206537681157773,0.3456907696796186
